lat,long,timestamp
13.048064133333334,80.20417846666666,2025-07-06T00:00:09
13.048197516666667,80.20461255,2025-07-06T00:00:19
13.048331933333333,80.2050497,2025-07-06T00:00:29
13.048372416666666,80.20528313333334,2025-07-06T00:00:39
13.048302033333334,80.2054202,2025-07-06T00:00:49
13.048410916666667,80.2058649,2025-07-06T00:00:59
13.048654966666666,80.20662033333333,2025-07-06T00:01:09
13.048851616666667,80.20678498333334,2025-07-06T00:01:19
13.048939666666667,80.20688263333334,2025-07-06T00:01:29
13.048942733333334,80.20688105,2025-07-06T00:01:39
13.048927066666666,80.20691383333333,2025-07-06T00:01:49
13.048773966666667,80.20695718333333,2025-07-06T00:01:59
13.048766033333333,80.20691198333333,2025-07-06T00:02:09
13.0486881,80.2067387,2025-07-06T00:02:19
13.048658183333334,80.20669155,2025-07-06T00:02:29
13.048658183333334,80.20669155,2025-07-06T00:02:39
13.048658183333334,80.20669155,2025-07-06T00:02:49
13.048658183333334,80.20669155,2025-07-06T00:02:59
13.048658183333334,80.20669155,2025-07-06T00:03:09
13.048658183333334,80.20669155,2025-07-06T00:03:19
13.048658183333334,80.20669155,2025-07-06T00:03:29
13.048658183333334,80.20669155,2025-07-06T00:03:39
13.050034916666666,80.20125783333333,2025-07-06T00:25:42
13.0496576,80.20095318333334,2025-07-06T00:25:52
13.049529133333333,80.200203,2025-07-06T00:26:02
13.049321983333334,80.19991285,2025-07-06T00:26:12
13.04927115,80.1996899,2025-07-06T00:26:22
13.049148966666667,80.1992058,2025-07-06T00:26:32
13.048951683333334,80.19886993333333,2025-07-06T00:26:42
13.048639233333333,80.19839185,2025-07-06T00:26:52
13.04847215,80.19751261666667,2025-07-06T00:27:02
13.04829085,80.19703146666667,2025-07-06T00:27:12
13.048227116666666,80.19703608333333,2025-07-06T00:27:22
13.048133133333334,80.19691511666667,2025-07-06T00:27:32
13.047904533333334,80.19660381666667,2025-07-06T00:27:42
13.047807616666667,80.19626128333333,2025-07-06T00:27:52
13.047610666666667,80.19632901666667,2025-07-06T00:28:02
13.047656016666666,80.19602445,2025-07-06T00:28:12
13.047982516666666,80.19593768333333,2025-07-06T00:28:22
13.04844315,80.19588045,2025-07-06T00:28:32
13.048642566666667,80.19570496666667,2025-07-06T00:28:42
13.0486575,80.19516313333334,2025-07-06T00:28:52
13.0488072,80.19445373333333,2025-07-06T00:29:02
13.0489567,80.19392993333334,2025-07-06T00:29:12
13.048995833333333,80.1933995,2025-07-06T00:29:22
13.048996016666667,80.19267761666667,2025-07-06T00:29:32
13.048975966666667,80.19225463333333,2025-07-06T00:29:42
13.048971683333333,80.19220993333333,2025-07-06T00:29:52
13.048992183333333,80.19205836666667,2025-07-06T00:30:02
13.049228983333334,80.19205248333333,2025-07-06T00:30:12
13.049524583333334,80.1920404,2025-07-06T00:30:22
13.05018735,80.19205303333334,2025-07-06T00:30:32
13.050720816666667,80.19203896666667,2025-07-06T00:30:42
13.05144605,80.19203378333333,2025-07-06T00:30:52
13.051995183333334,80.19202731666667,2025-07-06T00:31:02
13.052469833333333,80.19204195,2025-07-06T00:31:12
13.052649666666667,80.19205745,2025-07-06T00:31:22
13.052787,80.19208111666667,2025-07-06T00:31:32
13.053166566666667,80.1921776,2025-07-06T00:31:42
13.053588816666666,80.19230743333334,2025-07-06T00:31:52
13.054142133333333,80.19259458333333,2025-07-06T00:32:02
13.054597066666666,80.1928374,2025-07-06T00:32:12
13.055139466666667,80.19311371666667,2025-07-06T00:32:22
13.055613166666667,80.19332501666666,2025-07-06T00:32:32
13.056070516666667,80.19353571666667,2025-07-06T00:32:42
13.056515,80.19377508333334,2025-07-06T00:32:52
13.05705295,80.19403093333334,2025-07-06T00:33:02
13.057117,80.19418426666667,2025-07-06T00:33:12
13.057446916666667,80.19432953333333,2025-07-06T00:33:22
13.057808733333333,80.19451453333333,2025-07-06T00:33:32
13.058140316666666,80.19468608333334,2025-07-06T00:33:42
13.058914983333333,80.1950941,2025-07-06T00:33:52
13.059269816666667,80.19527195,2025-07-06T00:34:02
13.05936105,80.1953008,2025-07-06T00:34:12
13.059448283333333,80.19534968333333,2025-07-06T00:34:22
13.05948255,80.19537968333333,2025-07-06T00:34:32
13.05954315,80.19540086666666,2025-07-06T00:34:42
13.05966975,80.1954378,2025-07-06T00:34:52
13.0597318,80.19543386666666,2025-07-06T00:35:02
13.059736233333334,80.19543018333333,2025-07-06T00:35:12
13.0597645,80.19544163333333,2025-07-06T00:35:22
13.059827616666666,80.19550973333334,2025-07-06T00:35:32
13.060179833333333,80.19569688333333,2025-07-06T00:35:42
13.0605315,80.19589825,2025-07-06T00:35:52
13.060791966666667,80.1959272,2025-07-06T00:36:02
13.0614667,80.19628136666667,2025-07-06T00:36:12
13.062170233333333,80.19668865,2025-07-06T00:36:22
13.062799666666667,80.19701848333334,2025-07-06T00:36:32
13.062940383333334,80.19707686666666,2025-07-06T00:36:42
13.063242316666667,80.19722881666667,2025-07-06T00:36:52
13.06327555,80.19724516666666,2025-07-06T00:37:02
13.06359825,80.19740185,2025-07-06T00:37:12
13.063804066666666,80.1975083,2025-07-06T00:37:22
13.0640417,80.19764408333333,2025-07-06T00:37:32
13.064643966666667,80.19790461666666,2025-07-06T00:37:42
13.065177033333333,80.19820173333333,2025-07-06T00:37:52
13.065745233333333,80.19850818333333,2025-07-06T00:38:02
13.066002233333334,80.19865768333334,2025-07-06T00:38:12
13.066064516666666,80.19868991666667,2025-07-06T00:38:22
13.0662592,80.19879065,2025-07-06T00:38:32
13.066836183333333,80.1991074,2025-07-06T00:38:42
13.0673495,80.1993853,2025-07-06T00:38:52
13.067932216666666,80.19972533333333,2025-07-06T00:39:02
13.06876285,80.20016275,2025-07-06T00:39:12
13.068975516666667,80.20027126666666,2025-07-06T00:39:22
13.068975516666667,80.20027126666666,2025-07-06T00:39:32
13.068994733333334,80.20028335,2025-07-06T00:39:42
13.069202783333333,80.20039695,2025-07-06T00:39:52
13.069388383333333,80.20049651666666,2025-07-06T00:40:02
13.069861633333334,80.2008045,2025-07-06T00:40:12
13.070321516666667,80.2010958,2025-07-06T00:40:22
13.070857766666666,80.20141631666667,2025-07-06T00:40:32
13.071752666666667,80.20187046666666,2025-07-06T00:40:42
13.072256983333334,80.20195671666667,2025-07-06T00:40:52
13.072735133333333,80.20135368333334,2025-07-06T00:41:02
13.073431233333332,80.20047361666667,2025-07-06T00:41:12
13.0739374,80.19993483333333,2025-07-06T00:41:22
13.074632066666666,80.19931786666666,2025-07-06T00:41:32
13.074855166666667,80.19918185,2025-07-06T00:41:42
13.074855166666667,80.19918185,2025-07-06T00:41:52
13.0750022,80.19910435,2025-07-06T00:42:02
13.075081566666666,80.199078,2025-07-06T00:42:12
13.075251866666667,80.19908223333333,2025-07-06T00:42:22
13.075577183333333,80.19902123333334,2025-07-06T00:42:32
13.076377466666667,80.19895468333333,2025-07-06T00:42:42
13.076678916666667,80.19854551666667,2025-07-06T00:42:52
13.076144166666667,80.19804285,2025-07-06T00:43:02
13.076007833333334,80.19851818333333,2025-07-06T00:43:12
13.07614365,80.19912668333333,2025-07-06T00:43:22
13.076326233333333,80.19999156666667,2025-07-06T00:43:32
13.076426983333333,80.20087611666666,2025-07-06T00:43:42
13.076273216666667,80.20188913333334,2025-07-06T00:43:52
13.076436983333334,80.20333068333333,2025-07-06T00:44:02
13.076625833333333,80.2040891,2025-07-06T00:44:12
13.076702816666666,80.20442045,2025-07-06T00:44:22
13.076764033333333,80.20480453333333,2025-07-06T00:44:32
13.0768983,80.20554276666667,2025-07-06T00:44:42
13.077042283333334,80.2065073,2025-07-06T00:44:52
13.077137666666667,80.20791121666667,2025-07-06T00:45:02
13.077173166666666,80.20878215,2025-07-06T00:45:12
13.077245633333334,80.20963435,2025-07-06T00:45:22
13.077163166666667,80.21044408333333,2025-07-06T00:45:32
13.0771597,80.21053435,2025-07-06T00:45:42
13.077109816666667,80.21096753333333,2025-07-06T00:45:52
13.077033683333333,80.2116158,2025-07-06T00:46:02
13.076772166666666,80.21223926666667,2025-07-06T00:46:12
13.0761053,80.21328713333334,2025-07-06T00:46:22
13.07599045,80.21350373333334,2025-07-06T00:46:32
13.075756233333333,80.21390081666667,2025-07-06T00:46:42
13.075343633333333,80.2149966,2025-07-06T00:46:52
13.075234016666666,80.21567613333333,2025-07-06T00:47:02
13.075230016666668,80.21579571666666,2025-07-06T00:47:12
13.075230016666668,80.21579571666666,2025-07-06T00:47:22
13.075214816666668,80.21589598333334,2025-07-06T00:47:32
13.075151516666667,80.21624786666666,2025-07-06T00:47:42
13.075128716666667,80.2165775,2025-07-06T00:47:52
13.075126416666667,80.21660301666667,2025-07-06T00:48:02
13.075102033333334,80.21692346666667,2025-07-06T00:48:12
13.074971033333334,80.21779653333333,2025-07-06T00:48:22
13.07484765,80.2185417,2025-07-06T00:48:32
13.074693466666666,80.21938033333333,2025-07-06T00:48:42
13.074432883333333,80.22055195,2025-07-06T00:48:52
13.074470483333334,80.22118083333334,2025-07-06T00:49:02
13.074334283333334,80.22186243333333,2025-07-06T00:49:12
13.074176383333333,80.22292325,2025-07-06T00:49:22
13.074061266666666,80.22371618333334,2025-07-06T00:49:32
13.074058066666666,80.22388365,2025-07-06T00:49:42
13.0740049,80.2245148,2025-07-06T00:49:52
13.073995533333333,80.22485985,2025-07-06T00:50:02
13.0739056,80.22581143333333,2025-07-06T00:50:12
13.073940366666667,80.22673835,2025-07-06T00:50:22
13.073945133333334,80.22688103333333,2025-07-06T00:50:32
13.0739397,80.22690913333334,2025-07-06T00:50:42
13.073959,80.22732396666666,2025-07-06T00:50:52
13.0740544,80.22814151666667,2025-07-06T00:51:02
13.0743086,80.22949061666667,2025-07-06T00:51:12
13.07469465,80.23042493333334,2025-07-06T00:51:22
13.07501805,80.23108566666667,2025-07-06T00:51:32
13.075120883333334,80.23133478333334,2025-07-06T00:51:42
13.075215416666667,80.23162081666666,2025-07-06T00:51:52
